tweet_id,class_label
1491520728239325188,Yes
1479070098975600651,No
1337501787142688774,Yes
1477245339119898627,Yes
1479815174215417860,Yes
1485291780828536842,No
1483342529030500356,No
1545909101338697730,Yes
1482842822269100039,Yes
1491119408336764928,Yes
1527856160094707712,Yes
1555994286310703104,Yes
1483394182320463873,No
1499070159054647307,Yes
1491098186236055558,Yes
1436356754783313920,Yes
1488158506821857280,Yes
1491462970039226371,No
1479460326244499458,Yes
1524120299146514434,Yes
1548802618020995075,Yes
1558568608732676097,Yes
1508465226487844874,Yes
1493870640406966272,Yes
1488554058034073608,Yes
1483221326018002949,Yes
1555080431464316929,Yes
1528853038512934913,Yes
1482678893664428040,Yes
1494702006853898241,Yes
1478787140658114561,Yes
1527025030814699521,Yes
1481233947086442502,Yes
1491834158032818179,Yes
1548639852283011072,Yes
1527092144011370497,Yes
1522924218014478337,Yes
1483068227328561154,Yes
1488251957018083334,Yes
1493246438427570179,Yes
1498273665523269639,Yes
1499783736090583046,Yes
1523628909715095553,No
1529030901648211969,Yes
1479753674058567680,No
1498930448671690752,Yes
1491909647825096710,Yes
1534566907080220673,Yes
1492858064655069188,Yes
1476961351788601352,Yes
1519003460930256897,Yes
1527648744560283650,Yes
1502686926276550657,Yes
1495378988059049984,Yes
1536153030680363008,Yes
1240392736878014464,No
1494016718758424580,Yes
1556392736902860804,Yes
1518662162784399365,Yes
1539692312535646208,Yes
1482695432849563649,Yes
1489205087322918913,No
1493679752640610317,Yes
1485991357151948808,Yes
1504097123079536641,Yes
1534347091857768448,Yes
1518288984169930754,Yes
1482760588044419086,No
1526195857716035585,Yes
1548433903362666496,Yes
1523746016981569536,No
1490778392022687748,Yes
1465033553830371337,Yes
1484218018108526604,Yes
1511810816999313417,No
1492243027905155072,Yes
1488247705315024900,Yes
1486259791920078852,Yes
1492874634919923720,Yes
1482407064869777410,Yes
1491728016220766208,Yes
1538899478790414338,Yes
1485981199264792586,Yes
1420134238540681225,No
1525767772860448770,Yes
1493201634926673923,No
1493581865118277639,Yes
1551226474270756864,Yes
1484604935740219392,No
1532072028244570113,Yes
1510632234612625413,Yes
1533025827364999174,Yes
1500456197169766402,Yes
1482054862691045383,Yes
1487487736307236866,No
1524254498134319106,Yes
1496771795768258560,Yes
1541874143712485376,Yes
1523740389949145088,Yes
1486867756880388098,Yes
1491438625006833667,Yes
1506137198365708289,Yes
1559251595765977090,Yes
1493228439599464463,Yes
1487041517269123075,No
1500426469343911937,No
1512821904238948353,Yes
1563199389178667008,Yes
1492426395653488645,No
1530178540364353536,Yes
1530914711876915202,Yes
1480253041009836034,No
1490802446087725059,Yes
1482738955061764097,No
1529784628042682369,Yes
1488618658494664711,Yes
1479174862019207168,Yes
1488854815933403139,Yes
1523604171009961984,No
1481612021040885764,Yes
1487047950144524288,Yes
1486278823129849863,Yes
1526889609891926016,Yes
1500474371458097162,Yes
1485200645103759368,Yes
1483863118707048448,Yes
1482812791056736256,No
1521790164028346370,Yes
1490761848106405889,No
1525626269471322113,Yes
1516823927514968077,Yes
1487768913626730496,Yes
