tweet_id,class_label,predicted_label
1366399746873692163,Yes,No
1366400289327091716,No,No
1366506406971588620,Yes,No
1366858421631397892,No,No
1366867229749501961,Yes,No
1366958182757711877,No,No
1367418309814202368,Yes,No
1367473660756426753,Yes,No
1367749839799390209,Yes,No
1367963469476151296,Yes,No
1367985754190839809,Yes,No
1368209733707046920,No,No
1368502523913531395,No,No
1368516200284717057,Yes,No
1369431352613953540,Yes,No
1369661670130393094,Yes,No
1369694331863502856,Yes,No
1369999559271866373,No,No
1370022478404198402,Yes,No
1370111548597886980,Yes,No
1370139184778870788,Yes,No
1370435249864314883,Yes,No
1370468152996421635,No,No
1371107221237551108,Yes,No
1371126627065823238,Yes,No
1371160090502397954,Yes,No
1371244005816733697,Yes,No
1371354438967902209,No,No
1371831274181165064,Yes,No
1371839434291884034,Yes,No
1371899971700727814,Yes,No
1371947672446337027,Yes,No
1372214647781265409,Yes,No
1372828233494847490,Yes,No
1372840485107212289,Yes,No
1373032233787928579,No,No
1373714824597757955,No,No
1373720802802204673,No,No
1374420359420674054,No,No
1374422984329293833,No,No
1374880315739635712,Yes,No
1375117395925344258,Yes,No
1375161514974449671,Yes,No
1375821127415660549,Yes,No
1375924885512466436,Yes,No
1376114673829998594,Yes,No
1376187508782956557,No,No
1376768956917223426,Yes,No
1376823339210186759,Yes,No
1376834665902977032,No,No
1376875929419517952,Yes,No
1377143078956322817,Yes,No
1377208739439202304,No,No
1377285840511066113,Yes,No
1356240938163695626,No,No
1356241044040507393,No,No
1356245423237828612,Yes,No
1356249836719370242,Yes,No
1356486554877898753,Yes,No
1356492359782006788,Yes,No
1356493789326639106,No,No
1356877592540839936,Yes,No
1356880073123586048,No,No
1356985348258226176,No,No
1356986520993992707,No,No
1356989188604891143,No,No
1356989417865547785,No,No
1357222591614844929,Yes,No
1357230038580535303,No,No
1357232361189101573,No,No
1357605381053292546,No,No
1357774580354609155,No,No
1357775064503042056,Yes,No
1358143990030295040,Yes,No
1358154792221224962,No,No
1358156895090073600,No,No
1358333482318114818,Yes,No
1358381450047938562,Yes,No
1358460517459783681,Yes,No
1358467871970635784,Yes,No
1359081713335492613,Yes,No
1359092739351207939,No,No
1359259867064770564,Yes,No
1359279723017351169,No,No
1359837225710735367,No,No
1359841033106960388,No,No
1360230794443296771,Yes,No
1360966073626025985,No,No
1362069797412823043,Yes,No
1362393098630926341,No,No
1362492956658307073,Yes,No
1362503409694355459,No,No
1362510838955925509,Yes,No
1362877835426344974,Yes,No
1363199852692275200,Yes,No
1363460271294066690,Yes,No
1363461886918987778,Yes,No
1363465076544573442,Yes,No
1363473534845145090,Yes,No
1363539161697902596,Yes,No
1363541089119064064,No,No
1363546976759988225,No,No
1363927532400164872,Yes,No
1363928282463371267,No,No
1365789800922558468,No,No
1356250104995442697,No,No
1356884630604042244,Yes,No
1357771146876379136,Yes,No
1357777837982441473,Yes,No
1358802866761314310,No,No
1358803348225478656,Yes,No
1360559696088760323,Yes,No
1361833125349842947,Yes,No
1363200443241934850,Yes,No
1363465513905627144,Yes,No
1363546251510300675,Yes,No
1363937712068304898,Yes,No
1364241248928858114,Yes,No
1365931896606257154,Yes,No
1357234165977128960,No,No
1357614522819899392,Yes,No
1357773533800202241,No,No
1358335990671282177,No,No
1358357667484467202,No,No
1358189361968332802,No,No
1358370644765908992,Yes,No
1359088317300678656,Yes,No
1359094299716124677,Yes,No
1360925421169238020,No,No
1362072269380550661,Yes,No
1362838196598497284,Yes,No
1362879171828023301,No,No
1362880494371823628,Yes,No
1365191476452409346,Yes,No
1365929632806166536,No,No
1388745100658839552,Yes,No
1388817814027386886,No,No
1388953182580117506,No,No
1390165655534673920,No,No
1390411839666737152,Yes,No
1390418674322972676,No,No
1390599336883593216,No,No
1390600169956286465,No,No
1390600785529085952,No,No
1391428895463903237,Yes,No
1391456010485784576,No,No
1391700819901362179,No,No
1391739844053938179,No,No
1391748321832837121,No,No
1391748639672913925,Yes,No
1392108507818774535,Yes,No
1392136837272068097,Yes,No
1392137190101168139,Yes,No
1392142262935638021,No,No
1393491231712452609,Yes,No
1393591672957771777,Yes,No
1394538068863033347,Yes,No
1394544413892911105,No,No
1395056370286747650,No,No
1395058509755125768,No,No
1395369980393316355,Yes,No
1395372515837595653,No,No
1395376924084555779,No,No
1396170814677037064,Yes,No
1396219598912081924,Yes,No
1396467005188939778,No,No
1396572396841283584,Yes,No
1396580313652994048,Yes,No
1396813793800372225,No,No
1396825784992604162,No,No
1397086752435838976,No,No
1397091211828137985,No,No
1397117272196534273,Yes,No
1397123049636442112,No,No
1397125477538619393,No,No
1397272140228055048,No,No
1397799487708532739,Yes,No
1397800194671104002,Yes,No
1397803771632160769,No,No
1397807888471625730,No,No
1398221450297982980,No,No
1398304225579483141,No,No
1398384922419732486,Yes,No
1398387971154382850,No,No
1398971920557694979,Yes,No
1399089073155985410,Yes,No
1399092821190189056,No,No
1399352870584135688,No,No
1399355541357531141,Yes,No
1267317351667695620,Yes,No
1267359939758096384,Yes,No
1267496742095917057,Yes,No
1267543625128443907,Yes,No
1267730523528613890,Yes,No
1267792044942135296,Yes,No
1267831496913694720,Yes,No
1267924104197410818,No,No
1267935712017633288,Yes,No
1268142889768493063,Yes,No
1268162107029233664,Yes,No
1268249315815886849,No,No
1268840807563497473,No,No
1268860422393933826,No,No
1269019710366126085,No,No
1269151131722297344,Yes,No
1269323007610310656,Yes,No
1269545508210708480,Yes,No
1270117424621400066,Yes,No
1270800956335194113,No,No
1271191658634399744,Yes,No
1271820900380413954,Yes,No
1272199131805691905,Yes,No
1272530752685641730,No,No
1272891666425356293,Yes,No
1273851521206235136,Yes,No
1273916378928623616,Yes,No
1274092923819307014,No,No
1274232807896858625,No,No
1274359255068479489,Yes,No
1275075613359927296,Yes,No
1275373047441231873,Yes,No
1275404501797740550,No,No
1275653634068529152,Yes,No
1275732522928943109,No,No
1275816750270070786,Yes,No
1275829278475780096,No,No
1275995898934202370,No,No
1276118925684674560,Yes,No
1276156024379015175,No,No
1276189059048787969,No,No
1276621146968985601,No,No
1276842779197480962,No,No
1277552901276106752,No,No
1277588399726223360,No,No
1277646868923777024,No,No
1277828530651398145,Yes,No
1245275090792611840,No,No
1245416052009439232,No,No
1246060356587249664,No,No
1247103263301926912,No,No
1247633956993994762,No,No
1247792611038859276,No,No
1247806153238515713,No,No
1248151620325687301,Yes,No
1248714371494301697,No,No
1248969002229129218,No,No
1249222114655207430,No,No
1249913261581049857,No,No
1250698440490786816,No,No
1251074534511382528,No,No
1251463618182311936,No,No
1252305162871484418,Yes,No
1252591983501197315,No,No
1252672480810094592,No,No
1252866870023090176,No,No
1253017205152845825,Yes,No
1253677803079380992,No,No
1255124297430908930,Yes,No
1255141317622943748,No,No
1255242183852113922,Yes,No
1255602576420110338,No,No
1326532746324402177,No,No
1328831787229962253,Yes,No
1331190212463124481,No,No
1311637815864758273,No,No
1311671175253295104,No,No
1311678740338966529,Yes,No
1311681510093795330,No,No
1311928286998663168,Yes,No
1311934502806196224,No,No
1312320903364120581,No,No
1312329923386920960,Yes,No
1312367531454332930,No,No
1312788674053050368,No,No
1313162032556900352,Yes,No
1313441390664265728,Yes,No
1313454612377206785,No,No
1313533724458471425,Yes,No
1313536012602273792,Yes,No
1313817291314864128,Yes,No
1313821625540849664,Yes,No
1313847287383236610,Yes,No
1314274760407371782,Yes,No
1314569780205101059,No,No
1314613365134823426,Yes,No
1314926294795202561,No,No
1315205657541345281,No,No
1315261884375986177,No,No
1315342770974994438,Yes,No
1315374135846019075,No,No
1315379080578166790,Yes,No
1315558206723284993,No,No
1315759986002231298,No,No
1315774325509718019,No,No
1315986532428402688,No,No
1315994170419445760,No,No
1316059411140489216,No,No
1316072816786264065,No,No
1316394205800017923,No,No
1317012078239109126,Yes,No
1317022746476425223,No,No
1317028212061491200,Yes,No
1317167072812695554,No,No
1317404728188428288,Yes,No
1317734711792455680,Yes,No
1317822334116499456,No,No
1318190883456638977,Yes,No
1318423888548814848,Yes,No
1318468005941084161,Yes,No
1318606213257506816,Yes,No
1318821039229501440,Yes,No
1318922708030291969,Yes,No
1318949684753371137,Yes,No
1319171934773534720,Yes,No
1319233848903872513,No,No
1319558203613548545,No,No
1319600332855541760,Yes,No
1319934903325175808,No,No
1320623567399170048,Yes,No
1320661473379713024,No,No
1320674153956057089,No,No
1320829570455531526,No,No
1320984543986356224,No,No
1321051147155755009,No,No
1321419409672515585,No,No
1321474468242509825,No,No
1321549691675275264,Yes,No
1321599858004865030,No,No
1322361295086231555,Yes,No
1322362929165955072,No,No
1322435528835260416,No,No
1311648693624483842,No,No
1311650435627995136,No,No
1315498639058448386,Yes,No
1316464874336260096,Yes,No
1316732075408588803,No,No
1317164336519933952,No,No
1320304726995599361,Yes,No
1320832431986036736,No,No
1315229979131744261,No,No
1344804310224424967,No,No
1344949211394052104,No,No
1344951853193302017,No,No
1345379737355608065,No,No
1345384169313103874,Yes,No
1345492643212632064,Yes,No
1345783990037438465,Yes,No
1345794075279187974,Yes,No
1345797880876040195,No,No
1345865304539324420,No,No
1345871154649694209,No,No
1345878237143048192,No,No
1345985094499110912,No,No
1346091505027575812,Yes,No
1346092141471297537,Yes,No
1346155905461723142,No,No
1346157983689007105,No,No
1346226774351425538,No,No
1346349707119845378,No,No
1346427500872740865,No,No
1346567945271595009,Yes,No
1346570827291111424,No,No
1346721028278517761,Yes,No
1346865958581895170,No,No
1346868858930532353,No,No
1346872928948744193,No,No
1346877785508368384,No,No
1346910733699739649,No,No
1346930814412591105,No,No
1346952598423797760,No,No
1346962337685790721,No,No
1346964211570671616,Yes,No
1347075841717538816,Yes,No
1347084016915271681,No,No
1347087019386802176,No,No
1347202626266554370,No,No
1347203701749018626,Yes,No
1347240970514030592,No,No
1347287689599594497,No,No
1347289552189272066,No,No
1347333429017370631,Yes,No
1347406079349682176,Yes,No
1347474810557886464,Yes,No
1347475605672112128,No,No
1347657359292854272,No,No
1347894242069385217,No,No
1348046279021092866,No,No
1348260869340323840,No,No
1348396910198087680,Yes,No
1348401601178988546,No,No
1348634723304808452,No,No
1348643834427686912,No,No
1349088789134766081,Yes,No
1349090681063698434,No,No
1349123811267014664,Yes,No
1349129800045236230,Yes,No
1349357386146918403,No,No
1349361609408393216,No,No
1349362393189675008,No,No
1349362797352800259,Yes,No
1349454533525721088,No,No
1349630501464768513,No,No
1349630888087326720,Yes,No
1349633875383898112,No,No
1350066152018423809,No,No
1350066494156271622,No,No
1350072723599466499,No,No
1350075366149398529,Yes,No
1350113386206531584,No,No
1350121116333961221,Yes,No
1350451707185156099,Yes,No
1350503195513151492,No,No
1350684407741489154,Yes,No
1350722168938749952,No,No
1350728572084903936,Yes,No
1350757028533334018,No,No
1350938228405248005,No,No
1351063958736789509,No,No
1351068280207896576,Yes,No
1351122658293932041,No,No
1351126057286561795,No,No
1351131803235586049,No,No
1351133789557305348,No,No
1351170391729958920,Yes,No
1351216706706878469,No,No
1351230470596534274,No,No
1351233726852771843,Yes,No
1351239498605223939,No,No
1351240605129723906,Yes,No
1351485411844096001,No,No
1351533045204082689,No,No
1351533860182511617,Yes,No
1351806448389468162,Yes,No
1351814151941877760,No,No
1351824832191750147,Yes,No
1351881294347644928,No,No
1351885524215197699,Yes,No
1351885835294138375,No,No
1351886577346215937,No,No
1352208465842876416,No,No
1352319409948393473,Yes,No
1352321702789832704,Yes,No
1352487662008074241,No,No
1352490226036461570,No,No
1352592161175437313,No,No
1352600164511440897,No,No
1352623738714546183,No,No
1352695635678539776,No,No
1352741765275676673,No,No
1352885030650056710,Yes,No
1352983934150332416,No,No
1353041619545632770,No,No
1353050042148352000,Yes,No
1353051421499940864,No,No
1353101432866615297,Yes,No
1353108525875126272,Yes,No
1353109132094689280,No,No
1353110886475509761,Yes,No
1353140478359842818,No,No
1353594581804318721,Yes,No
1353617194157035522,Yes,No
1353619881254649856,No,No
1353704260232507392,Yes,No
1353787539237302272,Yes,No
1353952454367457281,No,No
1354071947278233603,Yes,No
1354077367375978497,No,No
1354213258752831489,Yes,No
1354326078148513793,No,No
1354379810517221377,Yes,No
1354381120310288385,No,No
1354949005554290690,Yes,No
1354951114286886912,No,No
1355062409644429312,Yes,No
1355207367386947587,No,No
1355211883440189448,No,No
1355244060609417219,No,No
1355247961974992897,No,No
1355431260253024257,Yes,No
1355455256839249921,Yes,No
1355548001473847298,No,No
1355564636226117633,Yes,No
1355926283948077064,Yes,No
1355927933911756802,No,No
1355935472732827652,No,No
1333862750523625473,No,No
1334130804147019776,Yes,No
1334133283312037891,Yes,No
1334398013050146816,Yes,No
1334410573145124865,No,No
1334411219965534209,Yes,No
1334520452123926539,No,No
1334523109391654912,No,No
1335604813086793729,No,No
1335953318686978056,No,No
1335954689964257282,No,No
1336012347434000385,Yes,No
1336254297940643842,Yes,No
1336260243815325696,No,No
1336385164906295297,Yes,No
1336391023803691010,Yes,No
1336394079782006795,No,No
1336941354031714304,No,No
1337025529002815488,Yes,No
1337030658707906560,No,No
1337032081185140740,No,No
1337480144500428803,No,No
1337673772204232705,Yes,No
1337678239678992384,No,No
1337743578563551233,Yes,No
1337828109580693505,Yes,No
1338040926820823040,Yes,No
1338044909375381504,No,No
1338109900396892160,Yes,No
1338131706533056512,No,No
1338152998934077441,Yes,No
1338235731706327040,No,No
1338578928148111360,Yes,No
1338597034044043267,No,No
1338622480676696069,Yes,No
1338986926490128387,Yes,No
1339257480422051843,No,No
1339260867565805573,Yes,No
1339265207215026178,Yes,No
1339331539390373892,Yes,No
1339456848076943361,No,No
1339523627763392516,No,No
1340276464445501442,Yes,No
1340303148280389635,Yes,No
1340304489123880962,No,No
1341033044937994242,No,No
1341830867308699650,Yes,No
1342117763117101061,No,No
1342118740545204226,No,No
1342523625207947266,Yes,No
1342524082621964288,No,No
1343854761871867904,Yes,No
1344553798610640896,No,No
1344555052350976000,No,No
1344775164752519169,No,No
