tweet_id,class_label,predicted_label
37531,No,"Yes.

The sentence ""Why is it on the ballot"" contains a verifiable factual claim, as it implies that there is a specific reason or explanation for why a particular issue or proposal is on the ballot. This claim could have an impact on or be of interest to the general public, especially if the issue or proposal in question is controversial or has significant implications for the community. Therefore, it would be appropriate for a professional fact-checker to verify the claim in the sentence. Additionally, the sentence is not harmful to society, and it does not promote any harmful or false information."
37571,No,"Yes.

The sentence ""And we will protect people"" contains a verifiable factual claim, as it implies that the speaker or the entity they represent will take steps to safeguard the well-being of individuals. This claim could have an impact on or be of interest to the general public, particularly if it refers to a government or organization's policy or action plan. A professional fact-checker should verify the claim to ensure that it is accurate and not misleading. The sentence is not harmful to society, and its verification could potentially benefit the public by providing them with accurate information."
37589,No,"Yes.

Please provide the sentence you would like me to evaluate."
37593,No,"No.

The sentence does not contain a verifiable factual claim. It is a sentence fragment that mentions drugs without providing any specific information or context. Without additional information, it is not possible to verify whether the drugs being referred to are real, let alone whether they are harmful or not.

Moreover, the sentence does not seem to have any impact on or be of interest to the general public. It appears to be a vague and unsubstantiated statement, and therefore, it is not check worthy."
37623,No,"No.

The sentence ""On Super Tuesday you got very lucky"" does not contain a verifiable factual claim, and its claim will not have an impact on or be of interest to the general public. Additionally, the sentence is not harmful to society. Therefore, it is not check-worthy."
37628,No,"No.

The sentence ""And tonight Im going to make sure"" does not contain a verifiable factual claim, and its claim will not have an impact on or be of interest to the general public. Additionally, the sentence is not harmful to society. Therefore, it is not check-worthy."
37630,No,"No.

The sentence ""Because heres the deal heres the deal"" does not contain a verifiable factual claim, and it does not seem to have any impact on or be of interest to the general public. It appears to be a nonsensical phrase and does not seem to be harmful to society. Therefore, it is not check-worthy."
37631,Yes,"Yes.

The sentence contains a verifiable factual claim, as it asserts that everything the person in question has said so far is a lie. This claim can be verified by examining the person's statements and determining whether they are accurate or not. The sentence's claim has the potential to impact the person's reputation and could be of interest to the general public, particularly if the person is a public figure or has a history of dishonesty. Therefore, it would be appropriate for a professional fact-checker to verify the claim. Additionally, the sentence does not appear to be harmful to society, and its verification could potentially serve the public interest."
37643,No,"No.

This sentence does not contain a verifiable factual claim, and its meaning is subjective and open to interpretation. It is not clear what the sentence is referring to or what the context is, so it would be difficult for a fact-checker to verify the claim. Additionally, the sentence does not appear to have any impact on or be of interest to the general public, and it does not seem to be harmful to society. Therefore, it is not check worthy."
37651,Yes,"Yes.

The sentence contains a verifiable factual claim about a political agreement and a plan for socialized medicine, which could have an impact on or be of interest to the general public. A professional fact-checker should verify the claim to ensure its accuracy and to provide clarity on the specifics of the plan. The sentence is check worthy."
37664,Yes,"Yes.

The sentence contains a verifiable factual claim, as it asserts that a specific individual has never offered a plan. This claim can be verified through research and analysis of the individual's public statements and policy proposals.

The sentence's claim has the potential to impact the general public, as it relates to the individual's ability to lead and make decisions that affect the public.

A professional fact-checker should verify the claim in the sentence to ensure its accuracy and provide clarity on the individual's policy proposals.

The sentence is not harmful to society, as it does not promote misinformation or propagate harmful ideas.

Therefore, the sentence is check worthy."
37672,Yes,"Yes.

The sentence ""We took away the individual mandate"" contains a verifiable factual claim, as it asserts that a specific action was taken regarding a policy. The claim has the potential to impact the general public, as the individual mandate is a key component of the Affordable Care Act (ACA) and its removal could have significant consequences for healthcare coverage in the United States. Therefore, it would be appropriate for a professional fact-checker to verify the claim. Additionally, the sentence is not harmful to society, as it is a statement of policy and does not promote harmful or hateful ideologies."
37673,Yes,"Yes.

The sentence ""We guaranteed preexisting conditions but took away the individual mandate"" contains a verifiable factual claim regarding a change in healthcare policy. The claim has the potential to impact a large number of people and is therefore of interest to the general public. Given the potential impact and the fact that healthcare policy is a highly debated topic, it would be beneficial for a professional fact-checker to verify the claim. Additionally, the sentence does not appear to be harmful to society. Therefore, it is check worthy."
37677,No,"No.

The sentence does not contain a verifiable factual claim, and its impact on the general public would be minimal. The sentence appears to be a personal opinion or prediction, and it does not seem to be harmful to society. Therefore, it is not check worthy."
37678,No,"No.

The sentence does not contain a verifiable factual claim, as it is a statement of personal intention and motivation. It does not have the potential to impact the general public or contain information that would be of interest to them. Additionally, it is not harmful to society. Therefore, it is not check-worthy."
37685,No,"No.

The sentence ""So we do want to get rid of it"" does not contain a verifiable factual claim, and its claim will not have an impact on or be of interest to the general public. Additionally, the sentence is not harmful to society, and it does not require the attention of a professional fact-checker. Therefore, it is not check-worthy."
37702,No,"Yes.

The sentence contains a verifiable factual claim, as it implies that the person being referred to is not knowledgeable about the topic they are discussing. This claim could have an impact on the person's reputation and could be of interest to the general public, especially if the person is a public figure or an expert in their field. A professional fact-checker should verify the claim to determine its accuracy and to ensure that the person's reputation is not being unfairly damaged. The sentence is check-worthy."
37710,No,"No.

The sentence does not contain a verifiable factual claim, and its meaning is vague and open-ended. It does not have the potential to impact the general public or contain a claim that a professional fact-checker should verify. Additionally, the sentence does not appear to be harmful to society. Therefore, it is not check-worthy."
37711,No,"No.

The sentence ""The issue is the American people should speak"" does not contain a verifiable factual claim. It is a statement of opinion or a call to action, rather than a claim that can be fact-checked. Additionally, it is not clear what specific issue or topic the sentence is referring to, which makes it difficult to determine its relevance or impact on the general public. Therefore, it is not check-worthy."
37722,No,"Yes.

The sentence ""You want to put a lot of new Supreme Court Justices"" contains a verifiable factual claim, as it implies that a certain individual or group wants to appoint a large number of new justices to the Supreme Court. This claim could have an impact on the general public, as it could potentially alter the direction of the court's decisions and impact the legal landscape of the country. Therefore, it would be appropriate for a professional fact-checker to verify the claim. Additionally, the sentence does not appear to be harmful to society, so it is check worthy."
37724,No,"No.

The sentence ""Will you shut up man"" does not contain a verifiable factual claim, and it is not a sentence that would typically be of interest to the general public or have an impact on society. Additionally, it is not a harmful sentence, and it does not seem to be a sentence that would require fact-checking. Therefore, it is not check-worthy."
37725,No,"No.

The sentence ""Listen who is on your list Joe"" does not contain a verifiable factual claim, and it does not seem to have any impact on or be of interest to the general public. It appears to be a personal request or instruction, and it does not seem to be harmful to society. Therefore, it is not check worthy."
37749,Yes,"No.

The sentence does not contain a verifiable factual claim. The statement ""We in fact have of the worlds population of the deaths"" is not a clear or coherent sentence, and it does not make a specific claim that can be verified or disproven. Additionally, the sentence does not seem to have any relevance or impact on the general public, and it does not appear to be harmful to society. Therefore, it is not check worthy."
37750,Yes,"Yes.

The sentence ""people a day are contracting COVID"" contains a verifiable factual claim, as it asserts that a specific number of people are contracting COVID-19 on a daily basis. This claim could have an impact on or be of interest to the general public, as it relates to a public health crisis and could potentially influence public health decisions. A professional fact-checker should verify the claim to ensure its accuracy and to provide the public with reliable information. The sentence is not harmful to society, and its claim is relevant to the ongoing pandemic, making it check worthy."
37753,No,"No.

This sentence does not contain a verifiable factual claim, and its meaning is more philosophical or existential in nature. It is not a claim that can be proven or disproven through fact-checking, and it does not have a clear impact on or relevance to the general public. Therefore, it is not check-worthy."
37764,No,"No.

The sentence does not contain a verifiable factual claim, as it is asking for additional information about what someone did. It does not make a specific claim that can be verified or disproven, and it does not have the potential to impact the general public. Therefore, it is not check worthy."
37770,No,"No.

The sentence ""And what did he do then"" does not contain a verifiable factual claim, and it does not have the potential to impact the general public or be of interest to them. It is a vague sentence that lacks context and does not provide any specific information that could be fact-checked. Additionally, it is not harmful to society, and it does not require the attention of a professional fact-checker. Therefore, it is not check-worthy."
37777,No,"No.

The sentence ""I laid out back in March exactly what we should be doing"" does not contain a verifiable factual claim. It is a personal statement and does not provide any specific information that can be fact-checked. Additionally, it is not clear what the speaker is referring to, so it would be difficult to determine the impact on or interest to the general public. Therefore, it is not check worthy."
37778,No,"No.

The sentence does not contain a verifiable factual claim, as it is a personal opinion or suggestion and does not make a specific, testable statement about the world. Additionally, it is not clear what specific issue or topic the speaker is referring to, so it is difficult to determine whether the claim would have an impact on or be of interest to the general public. Therefore, it is not check worthy."
37779,No,"Yes.

The sentence ""We should be providing all the protective gear possible"" contains a verifiable factual claim, as it implies that there is a need for providing protective gear and that it is possible to do so. This claim could have an impact on or be of interest to the general public, particularly in situations where protective gear is necessary for safety, such as in medical settings, construction sites, or military operations.

Furthermore, a professional fact-checker should verify the claim in the sentence to ensure that it is accurate and not misleading. The sentence is not harmful to society, and fact-checking it could help to promote safety and responsible decision-making. Therefore, the sentence is check worthy."
37802,Yes,"No.

The sentence does not contain a verifiable factual claim. It is an opinion statement and not a factual one. Additionally, it is not clear which governors were referred to or what specific actions they took that would constitute a ""phenomenal job."" Without more context or specific information, it would be difficult for a fact-checker to verify the claim. Furthermore, the statement is not harmful to society, it's a political opinion."
37816,Yes,"Yes.

The sentence ""Far fewer people are dying"" contains a verifiable factual claim, as it asserts that there has been a decrease in the number of people dying. This claim could have an impact on or be of interest to the general public, particularly if it is related to a specific disease or health trend. A professional fact-checker should verify the claim to ensure its accuracy and to provide context for the public. The sentence is not harmful to society, and its claim is worthy of being checked."
37817,No,"No.

The sentence ""We've done a great job"" does not contain a verifiable factual claim, as it is a subjective statement of opinion. It also does not have the potential to impact the general public or be of interest to them, as it is a personal assessment of performance. Additionally, it is not harmful to society. Therefore, it is not check-worthy."
37824,No,"No.

The sentence does not contain a verifiable factual claim, as it is a personal opinion and not a statement of fact. Additionally, it is not clear what job or what specific accomplishment is being referred to, making it difficult to verify even if it were a factual claim. The sentence is not harmful to society, but it is also not particularly informative or impactful. Therefore, it is not check-worthy."
37839,No,"Yes.

The sentence contains a verifiable factual claim about the impact of COVID-19 on people's lives, specifically the number of people who have died from the virus. The claim has the potential to be of interest to the general public and could be verified through official statistics or reports. A professional fact-checker should verify the claim to ensure its accuracy and prevent the spread of misinformation. The sentence is not harmful to society, and its verification could help to raise awareness about the pandemic's impact and the importance of taking precautions to prevent its spread."
37840,No,"Yes.

This sentence contains a verifiable factual claim, as it implies that a significant number of people have lost a parent and were unable to speak to them before they passed away, instead relying on a nurse holding a phone to say goodbye. This claim could have an impact on or be of interest to the general public, particularly those who have experienced a similar situation, and it would be beneficial for a professional fact-checker to verify the claim to provide clarity and accuracy on the issue. Additionally, the sentence does not appear to be harmful to society."
37875,No,"Yes.

The sentence ""The new COVID-19 vaccine is 90% effective in preventing severe illness"" contains a verifiable factual claim, and its claim has a significant impact on the general public, especially during the pandemic. Therefore, it is check worthy, and a professional fact-checker should verify the claim to ensure its accuracy and reliability. Moreover, the sentence is not harmful to society, and fact-checking it can help people make informed decisions about their health and safety."
37903,No,Yes.
37916,No,"No.

The sentence ""Theyre the people"" does not contain a verifiable factual claim, and it does not have the potential to impact or be of interest to the general public. Additionally, it does not contain any harmful or misleading information that would require fact-checking. Therefore, it is not check-worthy."
37929,No,"No.

The sentence ""Did you use the word smart"" does not contain a verifiable factual claim, and it is not a sentence that would typically be of interest to the general public or have an impact on society. Additionally, it does not seem to be a harmful sentence. Therefore, it is not check worthy."
37945,No,"No.

The sentence ""I look forward to talking about it"" does not contain a verifiable factual claim, and it is not clear what specific topic or issue is being referred to. Additionally, it does not appear to have any potential impact on or be of interest to the general public, and it does not seem to be harmful to society. Therefore, it is not check worthy."
37956,No,"No.

The sentence ""Tell that to Nancy Pelosi"" does not contain a verifiable factual claim. It is a statement of opinion or a request for someone to communicate a message to a particular person, and it does not make a claim that can be verified or disproven through fact-checking. Additionally, it is not clear how this sentence would have an impact on or be of interest to the general public, and it does not appear to be harmful to society. Therefore, it is not check worthy."
37962,No,"No.

The sentence ""He sits in his golf course"" does not contain a verifiable factual claim. It is a statement about someone's location, which is not a fact that can be verified or disputed. Additionally, it is not a sentence that would have an impact on or be of interest to the general public, and it is not harmful to society. Therefore, it is not check worthy."
37971,Yes,"No.

The sentence ""He wants to shut down the country"" does not contain a verifiable factual claim. It is a subjective statement that expresses a personal desire or opinion, rather than a fact that can be verified through evidence. Additionally, it is not clear who ""he"" refers to or what specific actions they are proposing to take, making it difficult to assess the impact or validity of the claim. Therefore, it is not check worthy."
37978,No,"Yes.

The sentence contains a verifiable factual claim (""More people will be hurt by continuing..."") that could potentially have an impact on or be of interest to the general public. Therefore, it is check worthy. A professional fact-checker should verify the claim to determine its accuracy and ensure that the information being disseminated is reliable. Additionally, the sentence does not appear to be harmful to society, so it is appropriate to fact-check it."
37989,No,"No.

The sentence does not contain a verifiable factual claim, as it is a personal opinion or belief. It also does not have the potential to impact the general public or be of interest to them. Additionally, it is not harmful to society. Therefore, it is not check worthy."
37994,No,"No.

The sentence ""I think masks are okay"" does not contain a verifiable factual claim, as it is a personal opinion or belief. Additionally, it is not a sentence that would have a significant impact on or be of interest to the general public, and it is not harmful to society. Therefore, it is not check-worthy."
38023,Yes,"No.

The sentence ""Dr. Fauci said the opposite"" does not contain a verifiable factual claim. It is a statement about what someone said, but it does not make a specific claim that can be verified or disproven. Additionally, it is not clear what Dr. Fauci said or what the opposite of that statement would be, so it is difficult to determine if the sentence has any meaningful content.

Furthermore, the sentence does not seem to have any impact on or be of interest to the general public. It appears to be a personal opinion or observation, and it does not contain any information that would be useful or relevant to the public.

Therefore, I do not think that a professional fact-checker should verify the claim in the sentence. The sentence does not contain any verifiable information, and it does not seem to be harmful to society."
38075,Yes,"Yes.

The sentence contains a verifiable factual claim about how a person has handled social distancing and mask-wearing during a public health crisis. The claim has the potential to impact the general public's health and safety, and it would be beneficial for a professional fact-checker to verify the accuracy of the statement. Additionally, the sentence does not appear to be harmful to society, and it is important to hold individuals in positions of authority accountable for their actions and decisions, especially during a public health crisis."
38077,No,"No.

The sentence ""If you could get the crowds you would have done the same thing"" does not contain a verifiable factual claim. It is a subjective statement that expresses a personal opinion or belief, and it does not have the potential to impact the general public or be of interest to them. Additionally, it is not harmful to society. Therefore, it is not check worthy."
38099,No,"No.

The sentence ""One person is too much"" does not contain a verifiable factual claim, and its impact on the general public would be minimal. It is a subjective statement that may be interpreted in different ways, and it is not harmful to society. Therefore, it is not check worthy."
38121,No,"No.

The sentence does not contain a verifiable factual claim. It is a personal observation or opinion about the state of society, and there is no specific, verifiable claim that a fact-checker could investigate. Additionally, the sentence does not contain any specific statistics or data that would require fact-checking.

While the issues of divorce, alcoholism, and drug use can certainly have an impact on society, the sentence does not provide any concrete information or evidence that would require fact-checking. A professional fact-checker would not have any basis to verify the claim in the sentence, and it is not harmful to society. Therefore, it is not check worthy."
38135,Yes,"No.

The sentence does not contain a verifiable factual claim. The amount of taxes paid by an individual is personal information and not publicly verifiable. Additionally, the sentence does not have any impact on or interest to the general public, and it is not harmful to society. Therefore, it is not check worthy."
38144,Yes,"Yes.

The sentence contains a verifiable factual claim about the number of jobs during a president's administration, which could have an impact on or be of interest to the general public. A professional fact-checker should verify the claim to ensure its accuracy and prevent potential harm to society."
38156,Yes,"Yes.

The sentence ""Because it costs a lot of money to open them safely"" contains a verifiable factual claim, as the cost of opening something safely can be verified through various means, such as researching the costs of safety measures, consulting experts in the field, or analyzing data on safety expenditures.

The claim in this sentence could have an impact on or be of interest to the general public, particularly if the topic of safety and cost is relevant to a wide audience. For example, if the sentence is referring to the cost of opening a new business or public space, the public may be interested in knowing how much it costs to ensure safety and whether it is worth the investment.

Therefore, a professional fact-checker may want to verify the claim in this sentence to provide accuracy and transparency to the public.

Finally, the sentence is not harmful to society, as it does not promote misinformation or pose a threat to public safety. Therefore, it is check worthy."
38169,No,"No.

The sentence ""Excuse me he made a statement"" does not contain a verifiable factual claim, and it is not clear what statement is being referred to or in what context. Additionally, it is not apparent how this sentence would have an impact on or be of interest to the general public. Therefore, it is not check worthy."
38179,No,"No.

The sentence ""They want to get back to their lives"" does not contain a verifiable factual claim, and its claim will not have an impact on or be of interest to the general public. Additionally, the sentence is not harmful to society, and it does not require the attention of a professional fact-checker. Therefore, it is not check-worthy."
38194,Yes,"No.

The sentence does not contain a verifiable factual claim. The statement ""I paid millions of dollars in taxes"" is a personal claim that cannot be easily verified, and it does not have an impact on or be of interest to the general public. Additionally, it is not harmful to society. Therefore, it is not check worthy."
38197,Yes,"No.

The sentence does not contain a verifiable factual claim. It appears to be a personal statement about the speaker's financial situation, and there is no way to verify whether it is true or not. Additionally, it is not clear what the sentence is trying to convey or what impact it would have on the general public. Therefore, it is not check worthy."
38220,No,"Yes.

The sentence contains a verifiable factual claim (""it was the tax laws"") that could potentially have an impact on or be of interest to the general public, especially if it refers to a specific tax law or policy that has been the subject of public debate or controversy. Therefore, it would be appropriate for a professional fact-checker to verify the claim. Additionally, the sentence does not appear to be harmful to society."
38221,No,"No.

The sentence ""I don't want to pay tax"" does not contain a verifiable factual claim. It is a personal opinion or sentiment and does not have the potential to impact the general public. Additionally, it is not harmful to society. Therefore, it is not check-worthy."
38234,No,"Yes.

The sentence ""I'm going to eliminate those tax cuts"" contains a verifiable factual claim, as it implies that the speaker plans to repeal or modify certain tax cuts. This claim could have a significant impact on the general public, particularly those who benefit from the tax cuts, and therefore it is in the public interest to verify its accuracy. A professional fact-checker should evaluate the claim to ensure that it is accurate and not misleading. Additionally, the sentence is not harmful to society, and therefore it is check-worthy."
38236,No,"Yes.

The sentence contains a verifiable factual claim (""invest in the people who in fact need the help"") that could have an impact on or be of interest to the general public, particularly in the context of social welfare policies and government spending. A professional fact-checker should verify the claim to ensure that the statement is accurate and not misleading. The sentence is not harmful to society, and its claim is relevant to public discourse, making it check worthy."
38238,No,"No.

The sentence ""But why didn't you do it over the last years"" does not contain a verifiable factual claim. It is a question that expresses disappointment or frustration and does not make a specific claim that can be fact-checked. Additionally, it is not a sentence that would have a significant impact on or be of interest to the general public, and it is not harmful to society. Therefore, it is not check-worthy."
38247,No,"No.

The sentence ""We've done things that you never even thought of doing"" does not contain a verifiable factual claim. It is a vague statement that could refer to anything, and there is no way to verify whether it is true or not. Additionally, it is not a sentence that would have a significant impact on or be of interest to the general public, and it is not harmful to society. Therefore, it is not check-worthy."
38262,No,"Yes.

The sentence contains a verifiable factual claim (""every penny of that has to be made by a company"") that could potentially have an impact on or be of interest to the general public, particularly in the context of corporate accountability and transparency. A professional fact-checker should verify the claim to ensure its accuracy and to provide clarity on the proposal's implications. The sentence is check-worthy."
38264,No,"Yes.

The sentence contains a verifiable factual claim about eliminating a significant number of taxes, which could have an impact on the general public and is relevant to public policy. Therefore, it is check worthy."
38265,No,"Yes.

The sentence ""I'm going to make the corporate tax"" contains a verifiable factual claim, as it implies that the speaker has the ability and intention to change the corporate tax rate or system. This claim could have a significant impact on the general public, as changes to corporate taxes can affect the economy and the distribution of wealth. Therefore, it is check worthy, and a professional fact-checker should verify the claim to ensure its accuracy and assess its potential impact. Additionally, the sentence is not harmful to society, as it does not promote hate speech, violence, or discrimination."
38284,Yes,"Yes.

The sentence contains a verifiable factual claim regarding the speed of economic recovery, which could have an impact on or be of interest to the general public. A professional fact-checker should verify the claim to ensure its accuracy and prevent potential harm to society."
38291,No,"Yes.

The sentence contains a verifiable factual claim (""you want to terminate my taxes"") that could have an impact on the general public, and it would be beneficial for a professional fact-checker to verify the claim. Additionally, the sentence does not appear to be harmful to society. Therefore, it is check worthy."
38294,Yes,"Yes.

The sentence contains a verifiable factual claim about companies leaving a particular location, which could have an impact on the local economy and be of interest to the general public. A professional fact-checker should verify the claim to ensure its accuracy and prevent the spread of misinformation. The sentence is check-worthy."
38310,Yes,"No.

The sentence ""Manufacturing went in a hole"" does not contain a verifiable factual claim. It is a vague statement that does not provide any specific information or data that can be verified. Additionally, it is not clear what the sentence means or what impact it would have on the general public. Therefore, it is not check worthy."
38322,Yes,"No.

The sentence ""I brought back jobs"" does not contain a verifiable factual claim. The statement is vague and does not provide any specific information about the jobs that were brought back, the industry or sector they belong to, or the number of jobs created. Without additional context or evidence, it is difficult to verify the claim.

Moreover, the sentence is often used as a political slogan or a campaign promise, and its impact on the general public may be limited. Therefore, it may not be a priority for professional fact-checkers to verify this claim.

Finally, the sentence is not harmful to society, and it does not contain any harmful or offensive language. Therefore, it is not necessary to fact-check this sentence."
38349,Yes,"Yes.

This sentence contains a verifiable factual claim regarding the current state of the trade deficit between the United States and China in comparison to the past. The claim has the potential to impact the general public's understanding of international trade and economic policy, and it could be of interest to a wide range of people. A professional fact-checker should verify the claim to ensure its accuracy and provide context, especially considering the politically charged nature of trade relations between the two countries. The sentence is not harmful to society, and fact-checking it could help to promote a more informed public discourse."
38359,No,"No.

The sentence ""What did he do to deserve it"" does not contain a verifiable factual claim, and its meaning is subjective and open to interpretation. It is not clear what ""it"" refers to or what the speaker is asking about, and the sentence does not provide enough context to determine whether a fact-check is necessary. Additionally, the sentence is not likely to have a significant impact on or be of interest to the general public, and it is not harmful to society. Therefore, it is not check-worthy."
38421,No,"No.

The sentence ""Some people don't do a good job"" does not contain a verifiable factual claim, as it is a subjective statement that cannot be proven or disproven. It is also not a sentence that would have a significant impact on or be of interest to the general public, and it is not harmful to society. Therefore, it is not check worthy."
38435,No,"No.

The sentence ""We want to talk about families and ethics"" does not contain a verifiable factual claim, and it is not clear how it would have an impact on or be of interest to the general public. Additionally, it does not appear to be harmful to society. Therefore, it is not check worthy."
38510,Yes,"Yes.

The sentence contains a verifiable factual claim about the use of tear gas and the actions of a person, which could potentially have an impact on or be of interest to the general public. A professional fact-checker should verify the claim to ensure its accuracy and to provide clarity on the situation. The sentence is check worthy."
38511,No,"No.

The sentence does not contain a verifiable factual claim, and it does not have the potential to impact or be of interest to the general public. Additionally, it is not harmful to society. Therefore, it is not check worthy."
38513,Yes,"Yes.

The sentence contains a verifiable factual claim about a person's intentions, which can have an impact on or be of interest to the general public. A professional fact-checker should verify the claim to determine its accuracy and ensure that the public is not misinformed. The sentence is check worthy."
38547,No,"No.

The sentence ""And why arent you saying those words Joe"" does not contain a verifiable factual claim. It appears to be a question or a request for clarification, rather than a statement of fact. Additionally, it does not seem to have the potential to impact the general public or be of interest to them, and it does not seem to be harmful to society. Therefore, it is not check-worthy."
38562,Yes,"Yes.

The sentence contains a verifiable factual claim regarding systemic injustice in various institutions in the country. The claim has the potential to impact or be of interest to the general public, particularly those who are concerned about issues related to social justice, equality, and fairness. Therefore, it would be appropriate for a professional fact-checker to verify the claim. Additionally, the sentence does not appear to be harmful to society."
38568,No,"Yes.

The sentence ""They have to be held accountable"" implies that someone or some group has done something wrong and needs to be held responsible for their actions. This claim could have an impact on the general public, as it implies that there is a need for accountability and potentially implies that there has been a failure of some kind. A professional fact-checker could verify the claim by investigating the context in which the sentence was made and determining whether there is evidence to support the claim. The sentence is not inherently harmful to society, but it could be if the claim being made is false or misleading. Therefore, it is check worthy."
38578,No,"No.

The sentence ""When they run through the middle of the town"" does not contain a verifiable factual claim. It is a sentence that describes a hypothetical situation and does not make any specific claim that can be verified or disproven. Additionally, it is not clear what the sentence refers to or what the context is, so it would be difficult for a fact-checker to determine whether it is accurate or not. Therefore, it is not check worthy."
38597,No,"No.

The sentence does not contain a verifiable factual claim, as it is a subjective statement about a person's status in life. It does not have the potential to impact the general public, and it is not harmful to society. Therefore, it is not check worthy."
38599,No,"Yes.

The sentence contains a verifiable factual claim about the payment of hundreds of thousands of dollars to teach what the speaker considers to be bad and sick ideas. The claim has the potential to impact the public, particularly if the ideas being taught are harmful or dangerous. Therefore, it would be appropriate for a professional fact-checker to verify the claim. Additionally, the sentence does not appear to be harmful to society, as it is expressing a criticism of a particular practice rather than promoting harmful ideas itself."
38603,No,"No.

The sentence ""We have to go back to the core values of this country"" does not contain a verifiable factual claim. It is a subjective statement that expresses an opinion or a value judgment, rather than a claim that can be verified through evidence or facts. Additionally, it is not clear what specific core values the speaker is referring to, which makes it difficult to assess the accuracy of the statement.

Furthermore, while the sentence may be of interest to the general public, it is not necessarily a claim that requires fact-checking. It is a statement of personal belief or opinion, rather than a statement of fact that could potentially be harmful or misleading.

Therefore, based on the given criteria, I would say that the sentence is not check worthy."
38607,No,"No.

The sentence ""And I'm not going to allow that to happen"" does not contain a verifiable factual claim. It is a statement of intention or opinion, and it does not have the potential to impact the general public in a significant way. Therefore, it is not check worthy."
38618,No,"Yes.

The sentence contains a verifiable factual claim, as it implies that certain words or actions can be harmful or demeaning to certain groups of people. This claim could have an impact on or be of interest to the general public, particularly in the context of discussions around social justice and inclusivity. A professional fact-checker could verify the claim by researching the impact of language on different groups and evaluating the effectiveness of strategies for raising awareness about these issues. The sentence is not harmful to society, and it could potentially contribute to a positive conversation about how to promote respect and understanding among people."
38619,No,"No.

The sentence ""It's important that people know"" does not contain a verifiable factual claim, and its impact on the general public is unclear. While it may be important for people to know certain things, without additional context or information, it's difficult to determine what specific information is being referred to or why it's important. Therefore, it's not check worthy."
38623,No,"No.

The sentence does not contain a verifiable factual claim, but rather a subjective opinion or attitude. It does not have the potential to impact the general public, and it is not harmful to society. Therefore, it is not check-worthy."
38630,No,"No.

The sentence ""Theres nothing we cannot do if we do it together"" does not contain a verifiable factual claim. It is a motivational statement that encourages people to work together to achieve their goals, but it does not make a specific claim that can be fact-checked. Additionally, it is not a sentence that would have a significant impact on or be of interest to the general public, and it is not harmful to society. Therefore, it is not check-worthy."
